20170109 011622,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011623,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011624,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011625,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011626,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011627,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011628,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011629,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011630,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011631,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011632,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011633,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011634,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011635,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011636,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011637,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011638,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011639,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011640,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011641,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011642,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011643,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011644,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011645,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011646,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011647,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011648,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011649,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011650,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011651,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011652,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011653,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011654,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011655,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011656,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011657,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011658,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011659,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011700,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011701,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011702,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011703,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011704,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011705,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011706,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011707,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011708,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011709,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011710,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011711,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011712,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011713,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011714,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011715,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011716,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011717,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011718,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011719,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011720,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011721,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011722,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011723,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011724,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011725,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011726,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011727,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011728,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011729,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011730,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011731,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011732,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011733,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011734,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011735,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011736,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011737,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011738,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011739,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011740,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011741,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011742,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011743,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011744,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011745,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011746,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011747,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011748,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011749,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011750,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011751,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011752,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011753,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011754,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011755,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011756,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011757,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011758,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011759,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011800,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011801,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011802,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011803,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011804,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011805,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011806,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011807,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011808,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011809,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011810,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011811,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011812,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011813,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011814,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011815,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011816,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011817,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011818,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011819,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011820,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011821,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011822,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011823,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011824,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011825,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011826,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011827,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011828,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011829,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011830,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011831,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011832,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011833,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011834,45,0.0,0.0,0.0,0.0,26.11,98.0,984.1
20170109 011835,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011836,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011837,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011838,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011839,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011840,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011841,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011842,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011843,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011844,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011845,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011846,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011847,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011848,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011849,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011850,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011851,45,0.0,0.0,0.0,0.0,26.11,98.0,984.0
20170109 011852,45,0.0,0.0,0.0,0.0,26.11,98.0,983.9
20170109 011853,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011854,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011855,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011856,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011857,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011858,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011859,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011900,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011901,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011902,45,0.0,0.0,0.0,0.0,26.11,97.0,984.1
20170109 011903,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011904,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011905,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011906,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011907,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011908,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011909,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011910,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011911,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011912,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011913,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011914,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011915,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011916,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011917,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011918,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011919,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011920,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011921,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011922,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011923,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011924,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011925,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011926,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011927,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011928,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011929,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011930,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011931,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011932,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011933,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011934,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011935,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 011936,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011937,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011938,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011939,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011940,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011941,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011942,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011943,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011944,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011945,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011946,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011947,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011948,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011949,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011950,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011951,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011952,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011953,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 011954,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011955,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011956,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011957,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 011958,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 011959,45,0.0,0.0,0.0,0.0,26.11,96.0,984.0
20170109 012000,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012001,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012002,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012003,45,0.0,0.0,0.0,0.0,26.11,96.0,984.0
20170109 012004,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012005,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012006,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012007,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012008,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012009,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
20170109 012010,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012011,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012012,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012013,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012014,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012015,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012016,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012017,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012018,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012019,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012020,45,0.0,0.0,0.0,0.0,26.11,96.0,984.0
20170109 012021,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
20170109 012022,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012023,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
20170109 012024,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012025,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012026,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012027,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012028,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012029,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012030,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012031,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012032,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012033,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012034,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012035,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012036,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012037,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012038,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012039,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012040,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012041,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
20170109 012042,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012043,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012044,45,0.0,0.0,0.0,0.0,26.11,96.0,984.0
20170109 012045,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012046,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012047,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012048,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012049,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012050,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012051,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012052,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012053,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
20170109 012054,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
20170109 012055,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012056,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012057,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012058,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012059,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012100,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012101,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012102,45,0.0,0.0,0.0,0.0,26.11,96.0,984.0
20170109 012103,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012104,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012105,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012106,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012107,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012108,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012109,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012110,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012111,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012112,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012113,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012114,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012115,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012116,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012117,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012118,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 012119,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012120,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012121,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012122,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012123,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012124,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012125,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012126,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012127,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012128,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012129,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012130,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012131,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012132,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012133,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012134,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012135,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012136,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012137,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012138,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012139,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012140,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012141,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012142,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012143,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012144,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012145,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012146,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012147,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012148,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012149,45,0.0,0.0,0.0,0.0,26.11,97.0,983.9
20170109 012150,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012151,45,0.0,0.0,0.0,0.0,26.11,97.0,983.8
20170109 012152,45,0.0,0.0,0.0,0.0,26.11,97.0,984.0
20170109 012153,45,0.0,0.0,0.0,0.0,26.11,96.0,983.9
20170109 012154,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
20170109 012155,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
20170109 012156,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
20170109 012157,45,0.0,0.0,0.0,0.0,26.11,96.0,983.8
